"Month","DayOfTheMonth","DayOfTheYear","DayOfTheWeek","Hour","Minute","OverallLoad1","OverallLoad2","OverallLoad3","OverallLoad4","OverallLoad5","OverallLoad6","OverallLoad7","OverallLoad8","OverallLoad9","OverallLoad10","OverallLoad11","OverallLoad12","AirLoad1","AirLoad2","AirLoad3","AirLoad4","AirLoad5","AirLoad6","AirLoad7","AirLoad8","AirLoad9","AirLoad10","AirLoad11","AirLoad12","isHollidays","Forecast"
10,28,302,1,5,45,0.1,0.1,0.1,0.12,0.1,0.08,0.09,0.11,0.1,0.12,0.1,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
11,15,320,5,16,15,0.31,0.32,0.31,0.36,0.39,0.38,0.39,0.39,0.4,0.33,0.58,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.65
2,16,47,5,0,45,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.09
1,10,10,5,21,0,0.36,0.11,0.11,0.13,0.11,0.08,0.11,0.11,0.11,0.14,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
11,12,317,2,7,0,0.11,0.09,0.11,0.06,0.13,0.1,0.1,0.1,0.1,0.1,0.11,0.19,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.17
10,9,283,3,11,45,1.88,2.5,2,2.02,0.89,3.13,1.83,1.79,1.97,1.96,1.59,1.5,1.69,2.15,1.75,1.55,0.72,2.35,1.35,1.39,1.59,1.53,1.27,1.16,0,1.32
11,6,311,3,16,0,0.22,0.25,0.22,0.25,0.37,0.36,0.39,0.47,0.49,0.47,0.5,0.65,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.5
3,13,73,3,9,15,0.54,0.52,0.33,0.19,0.18,0.21,0.25,0.27,0.28,0.33,0.49,0.5,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.41
10,25,299,5,12,45,0.69,0.68,0.68,0.67,0.75,0.46,0.59,0.46,0.46,0.5,0.58,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.62
5,29,150,3,15,0,0.19,0.17,0.2,0.22,0.18,0.28,0.25,0.24,0.33,0,2,1.79,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,1.76,1.56,1.37,0,1.62
12,16,351,1,17,15,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.12,0.1,0.07,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
12,10,345,2,13,45,0.38,0.42,0.5,0.26,0.47,0.5,0.38,0.38,0.46,0.38,0.43,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.43
8,17,230,6,23,45,0.11,0.1,0.13,0.1,0.11,0.1,0.08,0.12,0.1,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,1,0.12
3,7,67,4,10,45,0.11,0.13,0.15,0.28,0.3,0.31,0.32,0.3,0.42,0.39,0.43,0.4,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.42
10,21,295,1,20,0,0.12,0.11,0.11,0.1,0.12,0.12,0.08,0.1,0.12,0.1,0.13,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
8,21,234,3,1,30,0.1,0.11,0.11,0.11,0.06,0.11,0.1,0.12,0.11,0.1,0.11,0.09,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,1,0.13
2,28,59,3,21,30,0.49,0.45,0.45,0.45,0.22,0.1,0.12,0.1,0.12,0.11,0.11,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
9,8,252,7,19,30,0.11,0.11,0.12,0.11,0.11,0.1,0.14,0.1,0.11,0.07,0.11,0.12,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
5,21,142,2,13,15,0.22,0.24,0.32,0.17,0.18,0.24,0.32,0.25,0.24,0.35,0.48,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.48
11,8,313,5,3,0,0.11,0.13,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
1,21,21,2,22,0,0.12,0.09,0.12,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.13
6,1,153,6,4,15,0.1,0.1,0.11,0.11,0.1,0.1,0.07,0.12,0.09,0.11,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
12,8,343,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,220,3,16,15,0.33,0.35,0.35,0.32,0.34,0.33,0.18,0.27,0.25,0.25,0.25,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,1,0.13
10,29,303,2,5,30,0.11,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
2,12,43,1,4,15,0.1,0.11,0.1,0.12,0.11,0.1,0.11,0.1,0.12,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
2,12,43,1,10,30,0.07,0.1,0.11,0.1,0.12,0.11,0.1,0.11,0.1,0.12,0.11,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
8,31,244,6,1,30,0.13,0.1,0.11,0.1,0.08,0.12,0.1,0.11,0.1,0.13,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,1,0.07
4,19,110,5,21,15,0.09,0.09,0.12,0.09,0.1,0.09,0.11,0.1,0.09,0.1,0.11,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
4,24,115,3,10,0,0.11,0.13,0.22,0.31,0.27,0.28,0.3,0.3,0.28,0.3,0.28,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.29
1,16,16,4,7,0,0.12,0.11,0.13,0.11,0.07,0.11,0.11,0.11,0.13,0.11,0.11,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.33
6,15,167,6,4,30,0.09,0.11,0.09,0.11,0.11,0.1,0.09,0.11,0.11,0.1,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
10,26,300,6,1,15,0.11,0.1,0.13,0.1,0.11,0.09,0.11,0.11,0.12,0.09,0.07,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
3,9,69,6,16,30,0.28,0.35,0.43,0.43,0.43,0.46,0.44,0.43,0.43,0.43,0.42,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.4
12,31,366,2,6,0,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.07,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
9,5,249,4,16,30,1.46,1.57,1.43,1.14,1.54,1.17,0.97,0.1,0.15,0.14,0.15,0.09,1.24,1.32,1.19,0.93,1.34,1.04,0.81,0,0.01,0,0.01,0.01,0,0
9,7,251,6,13,30,0,0,1.49,0.87,1.26,1.38,1.33,1.05,1.28,1.44,1.31,1.2,0,2.63,1.27,0.78,1.11,1.24,1.18,0.91,1.06,1.2,1.04,0.92,0,0.63
10,8,282,2,14,30,2.76,2.79,1.75,1.95,1.19,1.71,1.41,1.54,0.95,0.26,0.27,0.28,2.51,2.43,1.49,1.72,1.57,0.9,1.17,1.27,0.68,0.01,0.01,0,0,0.24
7,21,203,7,18,0,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.08,0.1,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.12
6,6,158,4,11,45,0.5,0.48,0.49,0.46,0.4,0.25,0.24,0.25,0.18,0.32,0.16,0.19,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.26
8,23,236,5,11,0,1.23,1.63,1.85,1.49,1.5,1.8,1.79,1.48,1.74,1.09,1.84,1.56,1.07,1.39,1.61,1.24,1.27,1.57,1.56,1.24,1.53,0.93,1.62,1.31,1,1.86
12,21,356,6,6,0,0.11,0.14,0.08,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.08
4,11,102,4,20,45,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.12,0.11,0.07,0.1,0.12,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
10,8,282,2,19,30,0.13,0.34,0.36,0.36,0.36,0.26,0.12,0.12,0.07,0.11,0.11,0.13,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.12
6,23,175,7,22,30,0.15,0.07,0.14,0.07,0.15,0.07,0.16,0.07,0.15,0.07,0.15,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0,0.15
11,4,309,1,16,30,0.09,0.11,0.09,0.13,0.1,0.1,0.1,0.1,0.11,0.11,0.07,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
11,23,328,6,3,0,0.11,0.11,0.1,0.09,0.11,0.1,0.12,0.09,0.11,0.06,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.12
12,25,360,3,15,0,0.08,0.13,0.11,0.1,0.1,0.1,0.11,0.12,0.11,0.09,0.08,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
12,3,338,2,8,0,0.11,0.1,0.13,0.1,0.11,0.1,0.11,0.11,0.11,0.08,0.14,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.25
4,25,116,4,19,45,0.37,0.41,0.32,0.28,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
4,14,105,7,8,45,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.09,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
10,22,296,2,14,45,0.23,0.39,0.34,0.23,0.26,0.25,0.26,0.43,0.51,0.5,0.53,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.4
3,25,85,1,15,0,0.09,0.1,0.1,0.1,0.1,0.09,0.12,0.09,0.1,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
11,7,312,4,12,0,0.52,0.53,0.36,0.53,0.51,0.5,0.51,0.49,0.49,0.41,0.36,0.36,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.36
12,22,357,7,14,30,0.1,0.08,0.1,0.11,0.13,0.11,0.1,0.11,0.1,0.11,0.12,0.06,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
7,15,197,1,15,45,0.07,0.12,0.07,0.15,0.07,0.13,0.07,0.13,0.08,0.13,0.07,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0,0.08
2,12,43,1,9,15,0.11,0.1,0.11,0.11,0.11,0.07,0.1,0.11,0.1,0.12,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
8,27,240,2,15,0,1.65,2.47,1.28,1.87,1.55,1.92,1.43,1.84,1.48,1.27,0.89,1.63,1.42,1.96,0.95,1.45,1.3,1.66,1.14,1.6,1.22,1.02,0.74,1.38,1,1.52
1,1,1,3,12,0,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.08,0.11,0.11,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
3,22,82,5,10,45,0.31,0.37,0.39,0.51,0.48,0.59,0.73,0.68,0.68,0.48,0.75,0.75,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.74
1,28,28,2,12,45,0.56,0.7,0.58,0.39,0.57,0.57,0.55,0.56,0.56,0.53,0.57,0.54,0.29,0.29,0.3,0.19,0.3,0.29,0.3,0.29,0.29,0.3,0.29,0.3,0,0.63
9,15,259,7,5,15,0.11,0.11,0.1,0.1,0.1,0.12,0.07,0.1,0.11,0.09,0.12,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
11,16,321,6,2,15,0.12,0.08,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.09,0.11,0.09,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
4,20,111,6,7,15,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.14
11,15,320,5,6,15,0.1,0.13,0.1,0.09,0.1,0.1,0.22,0.29,0.57,0.57,0.64,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.48
10,22,296,2,12,15,0.26,0.25,0.25,0.27,0.35,0.38,0.35,0.43,0.3,0.29,0.23,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.34
1,11,11,6,9,30,0.23,0.26,0.2,0.26,0.23,0.16,0.25,0.29,0.34,0.33,0.33,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.42
4,9,100,2,3,45,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0.11
2,18,49,7,22,45,0.11,0.09,0.09,0.1,0.11,0.1,0.09,0.09,0.1,0.11,0.09,0.09,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
8,27,240,2,6,15,0.11,0.12,0.11,0.1,0.08,0.09,0.13,0.11,0.1,0.11,2.6,2.72,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,2.42,2.53,1,1.77
10,26,300,6,7,30,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.12,0.3,0.34,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.29
4,5,96,5,18,30,0.62,0.62,0.6,0.6,0.61,0.45,0.29,0.1,0.12,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
9,9,253,1,18,0,0.1,0.13,0.1,0.11,0.09,0.12,0.11,0.12,0.1,0.11,0.13,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
6,13,165,4,10,0,0.1,0.14,0.16,0.17,0.19,0.18,0.19,0.17,0.15,0.21,0.16,0.15,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.15
6,8,160,6,0,0,0.1,0.11,0.12,0.1,0.11,0.1,0.13,0.1,0.1,0.1,0.12,0.07,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
2,19,50,1,5,0,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
6,19,171,3,3,30,0.1,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
8,2,215,5,2,30,0.12,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.11,0.12,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,1,0.1
10,30,304,3,1,30,0.13,0.1,0.07,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
1,16,16,4,23,15,0.14,0.11,0.11,0.12,0.11,0.12,0.13,0.12,0.11,0.08,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.14
2,3,34,6,0,15,0.11,0.11,0.12,0.1,0.13,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
8,9,222,5,5,45,0.11,0.09,0.12,0.11,0.23,0.58,0.61,0.41,0.59,0.55,0.55,0.57,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1,0.38
5,10,131,5,4,45,0.11,0.11,0.09,0.11,0.11,0.1,0.1,0.11,0.38,0.59,0.82,0.82,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.74
2,11,42,7,23,15,0.1,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
5,29,150,3,5,0,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.48,0.74,0.81,0.73,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.52
4,28,119,7,16,30,0.19,0.2,0.18,0.22,0.12,0.2,0.18,0.21,0.19,0.19,0.19,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.19
12,21,356,6,16,0,0.18,0.26,0.19,0.36,0.33,0.33,0.34,0.37,0.39,0.34,0.35,0.45,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.37
12,13,348,5,23,0,0.12,0.11,0.11,0.12,0.11,0.08,0.13,0.12,0.12,0.11,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.14
8,23,236,5,13,30,1.84,1.56,1.86,1.71,1.4,2.06,1.27,1.07,1.59,1.8,1.33,1.68,1.62,1.31,1.57,1.49,1.19,1.79,1.04,0.92,1.34,1.57,1.09,1.45,1,1.32
1,26,26,7,5,45,0.13,0.12,0.13,0.08,0.14,0.13,0.13,0.12,0.13,0.12,0.14,0.13,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
11,19,324,2,7,45,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.07,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
3,10,70,7,5,0,0.12,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
8,16,229,5,19,0,0.4,0.1,0.12,0.06,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.31,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,1,0.09
5,28,149,2,14,0,0.1,0.1,0.11,0.1,0.1,0.09,0.12,0.09,0.11,0.09,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.09
9,12,256,4,1,0,0.11,0.1,0.12,0.12,0.11,0.09,0.11,0.1,0.09,0.1,0.11,0.1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
8,30,243,5,18,0,1.23,1.32,0.8,0.97,1.4,0.98,0.3,0.25,0.2,0.21,0.15,0.16,0.95,1.01,0.62,0.72,1.15,0.72,0.04,0,0.01,0.01,0,0.01,1,0.11
9,19,263,4,8,0,0.09,0.08,0.1,0.69,0.62,0.43,0.42,0.47,0.64,0.7,0.75,0.74,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.47
8,26,239,1,7,45,0.1,0.1,0.08,0.12,0.1,0.11,0.1,0.12,0.11,0.1,0.07,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,1,0.11
3,10,70,7,21,15,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
5,3,124,5,0,15,0.1,0.13,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
3,28,88,4,6,45,0.09,0.1,0.1,0.11,0.09,0.1,0.06,0.12,0.1,0.09,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.3
3,26,86,2,22,15,0.1,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.1,0.12,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
8,4,217,7,12,0,0.11,0.11,0.11,0.09,0.11,0.09,0.13,0.09,0.11,0.06,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1,0.11
6,21,173,5,10,30,0,0.92,0,1.13,1.95,0.95,0,1,1.9,1.17,0,0.92,1.61,0.64,1.59,0.84,1.39,0.66,1.6,0.71,1.29,0.88,1.48,0.64,0,1.93
6,8,160,6,3,45,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
1,17,17,5,23,0,0.1,0.11,0.11,0.12,0.08,0.12,0.12,0.11,0.11,0.11,0.13,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
4,8,99,1,19,0,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
7,18,200,4,6,15,0.07,0.14,0.06,0.14,0.07,0.15,0.06,0.14,0.06,0.15,0.08,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.01,0,0.91
6,9,161,7,23,30,0.1,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.09,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
4,25,116,4,6,0,0.1,0.1,0.09,0.09,0.11,0.1,0.1,0.09,0.09,0.11,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.09
10,24,298,4,6,45,0.08,0.11,0.11,0.12,0.12,0.11,0.11,0.21,0.24,0.36,0.32,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.33
5,11,132,6,13,15,0.3,0.32,0.46,0.24,0.13,0.13,0.14,0.1,0.15,0.15,0.16,0.17,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.21
2,25,56,7,2,15,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
12,11,346,3,4,45,0.1,0.11,0.1,0.11,0.11,0.1,0.13,0.1,0.11,0.07,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.14
1,9,9,4,3,45,0.11,0.08,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.09,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
5,18,139,6,7,45,0.07,0.1,0.1,0.09,0.1,0.11,0.12,0.13,0.12,0.22,0.42,0.42,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.39
9,7,251,6,22,15,0.11,0.1,0.1,0.06,0.12,0.1,0.11,0.11,0.1,0.13,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
1,4,4,6,15,0,0.28,0.19,0.18,0.4,0.59,0.56,0.57,0.29,0.28,0.31,0.28,0.29,0.01,0.01,0.01,0.14,0.29,0.3,0.29,0.1,0.01,0.01,0.01,0.01,0,0.28
7,9,191,2,13,30,0.98,2.43,1.03,1.75,1.1,1.45,0.86,1.54,0.15,0.42,0.34,0.59,0.7,1.74,0.75,1.16,0.81,0.9,0.63,1.1,0,0.01,0.01,0.01,0,0.29
12,5,340,4,2,30,0.11,0.11,0.1,0.11,0.13,0.1,0.11,0.1,0.11,0.11,0.12,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
2,15,46,4,14,45,0.55,0.69,0.54,0.43,0.41,0.43,0.5,0.6,0.58,0.57,0.56,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.55
9,9,253,1,23,0,0.12,0.11,0.06,0.12,0.1,0.13,0.1,0.12,0.1,0.12,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.09
10,31,305,4,7,30,0.1,0.12,0.1,0.12,0.12,0.11,0.1,0.08,0.11,0.12,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
